Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race
33,Female,Master Degree,Senior Project Engineer,10,113334,China,White
52,Female,Phd,Software Engineer Manager,29,194778,Canada,White
28,Male,Bachelor Degree,Full Stack Engineer,4,77606,China,Korean
36,Female,Master Degree,Senior Software Engineer,13,140010,China,White
43,Male,Bachelor Degree,Senior Project Engineer,20,142421,USA,White
50,Female,Master Degree,Full Stack Engineer,24,192756,China,Korean
24,Male,Phd,Software Engineer Manager,1,106686,Australia,Asian
52,Male,Master Degree,Senior Software Engineer,27,186794,China,White
46,Female,Bachelor Degree,Back end Developer,19,150729,Canada,White
38,Male,Master Degree,Full Stack Engineer,15,171652,UK,White
29,Male,Bachelor Degree,Senior Project Engineer,6,88552,USA,Asian
33,Female,Master Degree,Front end Developer,9,119918,USA,Asian
47,Male,Phd,Software Engineer Manager,21,174985,China,Korean
45,Female,Master Degree,Senior Software Engineer,23,174336,Canada,Asian
28,Male,Bachelor Degree,Back end Developer,4,72389,Canada,White
42,Female,Master Degree,Full Stack Engineer,14,163978,China,Chinese
46,Male,Bachelor Degree,Senior Project Engineer,25,166958,UK,Welsh
38,Female,Phd,Software Engineer Manager,15,145052,USA,Asian
54,Male,Master Degree,Senior Software Engineer,32,195270,China,White
33,Female,Master Degree,Full Stack Engineer,8,122970,Canada,White
27,Male,High School,Back end Developer,4,80247,Australia,White
50,Female,Bachelor Degree,Senior Project Engineer,25,177862,UK,Mixed
26,Male,Master Degree,Full Stack Engineer,4,91062,USA,African American
31,Female,Master Degree,Senior Software Engineer,6,114290,Australia,Asian
35,Male,Bachelor Degree,Front end Developer,10,128999,China,Korean
44,Female,Phd,Software Engineer Manager,18,162454,China,White
32,Male,Master Degree,Senior Project Engineer,8,122354,USA,African American
54,Male,Bachelor Degree,Full Stack Engineer,25,179756,UK,Welsh
26,Female,Master Degree,Front end Developer,3,73218,Canada,White
23,Male,Phd,Software Engineer Manager,0,52612,UK,Mixed
48,Female,Master Degree,Senior Software Engineer,24,184480,Canada,Black
38,Male,Bachelor Degree,Back end Developer,12,132442,UK,Welsh
30,Female,Master Degree,Full Stack Engineer,5,102828,Australia,White
40,Male,Master Degree,Software Engineer Manager,16,150301,Canada,Asian
45,Female,Bachelor Degree,Senior Project Engineer,22,171468,China,Korean
36,Male,Master Degree,Full Stack Engineer,13,147326,UK,Asian
52,Male,Phd,Software Engineer Manager,26,185982,China,White
31,Female,Bachelor Degree,Senior Software Engineer,7,108267,Canada,White
26,Male,Master Degree,Full Stack Engineer,4,91397,UK,Welsh
30,Female,Master Degree,Senior Project Engineer,5,100867,China,Chinese
24,Male,Bachelor Degree,Back end Developer,2,64182,China,White
45,Male,Master Degree,Senior Software Engineer,22,182506,UK,Asian
33,Female,Master Degree,Full Stack Engineer,9,136986,Australia,White
38,Male,Bachelor Degree,Front end Developer,11,136662,Australia,Australian
54,Female,Phd,Software Engineer Manager,32,191510,USA,White
42,Male,Master Degree,Full Stack Engineer,19,177347,UK,Asian
28,Female,Bachelor Degree,Senior Project Engineer,3,70397,USA,Hispanic
34,Male,Master Degree,Software Engineer Manager,9,146075,USA,White
46,Female,Bachelor Degree,Back end Developer,18,155795,UK,Mixed
35,Male,Master Degree,Full Stack Engineer,9,132638,China,Korean
49,Female,Phd,Software Engineer Manager,22,178684,UK,Welsh
32,Male,Bachelor Degree,Senior Software Engineer,7,106218,USA,White
54,Male,Master Degree,Full Stack Engineer,28,191239,USA,African American
26,Female,Master Degree,Front end Developer,2,65840,UK,Asian
23,Male,Phd,Software Engineer Manager,0,52779,Canada,Asian
48,Female,Master Degree,Senior Software Engineer,23,185038,Canada,Asian
38,Male,Bachelor Degree,Back end Developer,14,136449,UK,White
30,Female,Master Degree,Full Stack Engineer,6,110707,China,Korean
40,Male,Master Degree,Software Engineer Manager,17,151670,Canada,Black
45,Female,Bachelor Degree,Senior Project Engineer,21,167015,UK,Asian
36,Male,Master Degree,Full Stack Engineer,13,146508,USA,Hispanic
52,Male,Phd,Software Engineer Manager,27,190596,UK,Asian
31,Female,Bachelor Degree,Senior Software Engineer,6,104378,UK,Welsh
26,Male,Master Degree,Full Stack Engineer,3,70216,USA,White
30,Female,Master Degree,Senior Project Engineer,5,101733,USA,White
24,Male,Bachelor Degree,Back end Developer,1,55935,UK,Asian
45,Male,Master Degree,Senior Software Engineer,21,180367,China,Korean
33,Female,Master Degree,Full Stack Engineer,9,135596,UK,Asian
38,Male,Bachelor Degree,Front end Developer,11,136062,USA,White
54,Female,Phd,Software Engineer Manager,32,191267,Australia,Asian
42,Male,Master Degree,Full Stack Engineer,19,177347,UK,White
28,Female,Bachelor Degree,Senior Project Engineer,3,70397,Australia,White
34,Male,Master Degree,Software Engineer Manager,9,146075,Australia,Australian
46,Female,Bachelor Degree,Back end Developer,18,155795,China,White
35,Male,Master Degree,Full Stack Engineer,9,132638,China,White
49,Female,Phd,Software Engineer Manager,22,178684,Canada,Asian
32,Male,Bachelor Degree,Senior Software Engineer,7,106218,Australia,Australian
54,Male,Master Degree,Full Stack Engineer,28,191239,Australia,Australian
26,Female,Master Degree,Front end Developer,2,65840,Canada,Black
23,Male,Phd,Software Engineer Manager,0,52779,China,Korean
48,Female,Master Degree,Senior Software Engineer,23,185038,USA,Hispanic
38,Male,Bachelor Degree,Back end Developer,14,136449,China,Korean
30,Female,Master Degree,Full Stack Engineer,6,110707,UK,Welsh
40,Male,Master Degree,Software Engineer Manager,17,151670,Canada,White
45,Female,Bachelor Degree,Senior Project Engineer,21,167015,China,White
36,Male,Master Degree,Full Stack Engineer,13,146508,Canada,White
52,Male,Phd,Software Engineer Manager,27,190596,USA,African American
31,Female,Bachelor Degree,Senior Software Engineer,6,104378,USA,Asian
26,Male,Master Degree,Full Stack Engineer,3,70216,UK,Welsh
30,Female,Master Degree,Senior Project Engineer,5,101733,China,White
24,Male,Bachelor Degree,Back end Developer,1,55935,USA,Asian
45,Male,Master Degree,Senior Software Engineer,21,180367,USA,White
33,Female,Master Degree,Full Stack Engineer,9,135596,China,Korean
38,Male,Bachelor Degree,Front end Developer,11,136062,USA,Hispanic
54,Female,Phd,Software Engineer Manager,32,191267,USA,White
42,Male,Master Degree,Full Stack Engineer,19,177347,China,Chinese
29,Female,Bachelor Degree,Full Stack Engineer,6,103579,Canada,Black
45,Male,Master Degree,Software Engineer Manager,19,163780,UK,Welsh
36,Male,Bachelor Degree,Front end Developer,12,137878,China,Chinese
30,Female,Master Degree,Senior Project Engineer,4,92438,Canada,Black
28,Male,Master Degree,Full Stack Engineer,5,84181,Canada,Asian
46,Female,Phd,Software Engineer Manager,21,174821,Canada,Asian
34,Male,Bachelor Degree,Back end Developer,10,126520,China,Chinese
44,Male,Master Degree,Senior Software Engineer,18,152168,USA,White
55,Female,Phd,Software Engineer Manager,29,190543,China,Korean
35,Male,Master Degree,Full Stack Engineer,9,131547,Canada,Asian
54,Male,Bachelor Degree,Senior Project Engineer,28,192292,USA,African American
23,Female,High School,Back end Developer,1,52807,UK,White
46,Male,Master Degree,Senior Software Engineer,20,174938,USA,African American
33,Female,Bachelor Degree,Full Stack Engineer,8,124071,USA,Hispanic
26,Male,Master Degree,Front end Developer,3,73640,Canada,White
43,Female,Phd,Software Engineer Manager,19,156486,Australia,Asian
36,Male,Master Degree,Full Stack Engineer,11,138859,USA,White
23,Female,Bachelor Degree,Senior Project Engineer,0,52831,China,White
49,Male,Master Degree,Software Engineer Manager,23,182392,USA,Asian
35,Female,Master Degree,Full Stack Engineer,11,151078,USA,Asian
31,Male,Bachelor Degree,Back end Developer,8,100679,USA,White
43,Male,Master Degree,Full Stack Engineer,20,167924,Canada,Black
33,Female,Master Degree,Senior Project Engineer,10,113334,Canada,Asian
52,Female,Phd,Software Engineer Manager,29,194778,Canada,Asian
28,Male,Bachelor Degree,Full Stack Engineer,4,77606,USA,White
36,Female,Master Degree,Senior Software Engineer,13,140010,Australia,White
43,Male,Bachelor Degree,Senior Project Engineer,20,142421,Canada,Black
50,Female,Master Degree,Full Stack Engineer,24,192756,Canada,Asian
24,Male,Phd,Software Engineer Manager,1,106686,USA,White
52,Male,Master Degree,Senior Software Engineer,27,186794,China,Korean
46,Female,Bachelor Degree,Back end Developer,19,150729,Australia,Asian
38,Male,Master Degree,Full Stack Engineer,15,171652,Australia,Asian
29,Male,Bachelor Degree,Senior Project Engineer,6,88552,Canada,Black
33,Female,Master Degree,Front end Developer,9,119918,Australia,White
47,Male,Phd,Software Engineer Manager,21,174985,Australia,Asian
45,Female,Master Degree,Senior Software Engineer,23,174336,USA,Hispanic
28,Male,Bachelor Degree,Back end Developer,4,72389,UK,Mixed
42,Female,Master Degree,Full Stack Engineer,14,163978,USA,Hispanic
46,Male,Bachelor Degree,Senior Project Engineer,25,166958,Australia,White
38,Female,Phd,Software Engineer Manager,15,145052,Australia,Australian
54,Male,Master Degree,Senior Software Engineer,32,195270,UK,Asian
33,Female,Master Degree,Full Stack Engineer,8,122970,Australia,White
27,Male,High School,Back end Developer,4,80247,UK,Asian
50,Female,Bachelor Degree,Senior Project Engineer,25,177862,USA,African American
26,Male,Master Degree,Full Stack Engineer,4,91062,Canada,Black
31,Female,Master Degree,Senior Software Engineer,6,114290,Australia,White
35,Male,Bachelor Degree,Front end Developer,10,128999,Canada,Black
44,Female,Phd,Software Engineer Manager,18,162454,UK,Welsh
32,Male,Master Degree,Senior Project Engineer,8,122354,China,Korean
54,Male,Bachelor Degree,Full Stack Engineer,25,179756,USA,African American
26,Female,Master Degree,Front end Developer,3,73218,USA,Hispanic
23,Male,Phd,Software Engineer Manager,0,52612,USA,African American
48,Female,Master Degree,Senior Software Engineer,24,184480,Australia,White
38,Male,Bachelor Degree,Back end Developer,12,132442,UK,Asian
30,Female,Master Degree,Full Stack Engineer,5,102828,Canada,White
40,Male,Master Degree,Software Engineer Manager,16,150301,Australia,Australian
45,Female,Bachelor Degree,Senior Project Engineer,22,171468,Australia,Asian
36,Male,Master Degree,Full Stack Engineer,13,147326,China,White
52,Male,Phd,Software Engineer Manager,26,185982,China,Chinese
31,Female,Bachelor Degree,Senior Software Engineer,7,108267,UK,Welsh
26,Male,Master Degree,Full Stack Engineer,4,91397,Australia,Australian
30,Female,Master Degree,Senior Project Engineer,5,100867,Australia,Australian
24,Male,Bachelor Degree,Back end Developer,2,64182,USA,Hispanic
45,Male,Master Degree,Senior Software Engineer,22,182506,UK,White
33,Female,Master Degree,Full Stack Engineer,9,136986,UK,Mixed
38,Male,Bachelor Degree,Front end Developer,11,136662,Australia,White
54,Female,Phd,Software Engineer Manager,32,191510,UK,Welsh
42,Male,Master Degree,Full Stack Engineer,19,177347,Canada,Asian
28,Female,Bachelor Degree,Senior Project Engineer,3,70397,USA,Asian
34,Male,Master Degree,Software Engineer Manager,9,146075,China,White
46,Female,Bachelor Degree,Back end Developer,18,155795,Canada,Asian
35,Male,Master Degree,Full Stack Engineer,9,132638,China,Korean
49,Female,Phd,Software Engineer Manager,22,178684,Australia,White
32,Male,Bachelor Degree,Senior Software Engineer,7,106218,Australia,Asian
54,Male,Master Degree,Full Stack Engineer,28,191239,Canada,White
26,Female,Master Degree,Front end Developer,2,65840,USA,Asian
23,Male,Phd,Software Engineer Manager,0,52779,UK,Asian
48,Female,Master Degree,Senior Software Engineer,23,185038,Australia,Asian
38,Male,Bachelor Degree,Back end Developer,14,136449,China,Korean
30,Female,Master Degree,Full Stack Engineer,6,110707,China,Chinese
40,Male,Master Degree,Software Engineer Manager,17,151670,USA,African American
45,Female,Bachelor Degree,Senior Project Engineer,21,167015,UK,White
36,Male,Master Degree,Full Stack Engineer,13,146508,Australia,Asian
52,Male,Phd,Software Engineer Manager,27,190596,China,Chinese
31,Female,Bachelor Degree,Senior Software Engineer,6,104378,USA,African American
26,Male,Master Degree,Full Stack Engineer,3,70216,China,Korean
30,Female,Master Degree,Senior Project Engineer,5,101733,China,Chinese
24,Male,Bachelor Degree,Back end Developer,1,55935,UK,White
45,Male,Master Degree,Senior Software Engineer,21,180367,UK,Asian
33,Female,Master Degree,Full Stack Engineer,9,135596,UK,Welsh
38,Male,Bachelor Degree,Front end Developer,11,136062,UK,Asian
54,Female,Phd,Software Engineer Manager,32,191267,Australia,White
42,Male,Master Degree,Full Stack Engineer,19,177347,UK,Asian
28,Female,Bachelor Degree,Senior Project Engineer,3,70397,China,Korean
34,Male,Master Degree,Software Engineer Manager,9,146075,USA,Hispanic
46,Female,Bachelor Degree,Back end Developer,18,155795,USA,White
35,Male,Master Degree,Full Stack Engineer,9,132638,UK,White
49,Female,Phd,Software Engineer Manager,22,178684,China,Chinese
32,Male,Bachelor Degree,Senior Software Engineer,7,106218,Canada,White
54,Male,Master Degree,Full Stack Engineer,28,191239,Australia,Australian
26,Female,Master Degree,Front end Developer,2,65840,Australia,Australian
23,Male,Phd,Software Engineer Manager,0,52779,Australia,White
48,Female,Master Degree,Senior Software Engineer,23,185038,USA,White
38,Male,Bachelor Degree,Back end Developer,14,136449,Canada,White
30,Female,Master Degree,Full Stack Engineer,6,110707,Canada,Asian
40,Male,Master Degree,Software Engineer Manager,17,151670,USA,African American
45,Female,Bachelor Degree,Senior Project Engineer,21,167015,Canada,White
36,Male,Master Degree,Full Stack Engineer,13,146508,China,Korean
52,Male,Phd,Software Engineer Manager,27,190596,USA,African American
31,Female,Bachelor Degree,Senior Software Engineer,6,104378,USA,Asian
26,Male,Master Degree,Full Stack Engineer,3,70216,USA,African American
30,Female,Master Degree,Senior Project Engineer,5,101733,Australia,Australian
24,Male,Bachelor Degree,Back end Developer,1,55935,China,Korean
45,Male,Master Degree,Senior Software Engineer,21,180367,UK,Mixed
33,Female,Master Degree,Full Stack Engineer,9,135596,Australia,Australian
38,Male,Bachelor Degree,Front end Developer,11,136062,China,White
54,Female,Phd,Software Engineer Manager,32,191267,Australia,Australian
42,Male,Master Degree,Full Stack Engineer,19,177347,Australia,White
29,Female,Bachelor Degree,Full Stack Engineer,6,103579,Australia,Australian
45,Male,Master Degree,Software Engineer Manager,19,163780,China,Korean
36,Male,Bachelor Degree,Front end Developer,12,137878,UK,Mixed
30,Female,Master Degree,Senior Project Engineer,4,92438,USA,Hispanic
28,Male,Master Degree,Full Stack Engineer,5,84181,UK,White
46,Female,Phd,Software Engineer Manager,21,174821,UK,White
34,Male,Bachelor Degree,Back end Developer,10,126520,USA,African American
44,Male,Master Degree,Senior Software Engineer,18,152168,UK,Welsh
55,Female,Phd,Software Engineer Manager,29,190543,USA,White
35,Male,Master Degree,Full Stack Engineer,9,131547,China,Chinese
54,Male,Bachelor Degree,Senior Project Engineer,28,192292,UK,Mixed
23,Female,High School,Back end Developer,1,52807,Australia,White
46,Male,Master Degree,Senior Software Engineer,20,174938,China,White
33,Female,Bachelor Degree,Full Stack Engineer,8,124071,China,Korean
26,Male,Master Degree,Front end Developer,3,73640,UK,Asian
43,Female,Phd,Software Engineer Manager,19,156486,USA,African American
36,Male,Master Degree,Full Stack Engineer,11,138859,Canada,White
23,Female,Bachelor Degree,Senior Project Engineer,0,52831,USA,Asian
49,Male,Master Degree,Software Engineer Manager,23,182392,UK,Asian
35,Female,Master Degree,Full Stack Engineer,11,151078,Canada,White
31,Male,Bachelor Degree,Back end Developer,8,100679,Canada,White
43,Male,Master Degree,Full Stack Engineer,20,167924,UK,Asian
33,Female,Master Degree,Senior Project Engineer,10,113334,Canada,White
52,Female,Phd,Software Engineer Manager,29,194778,UK,Welsh
28,Male,Bachelor Degree,Full Stack Engineer,4,77606,UK,Mixed
36,Female,Master Degree,Senior Software Engineer,13,140010,USA,Asian
43,Male,Bachelor Degree,Senior Project Engineer,20,142421,Canada,Black
50,Female,Master Degree,Full Stack Engineer,24,192756,Canada,Asian
24,Male,Phd,Software Engineer Manager,1,106686,Australia,Asian
52,Male,Master Degree,Senior Software Engineer,27,186794,China,White
46,Female,Bachelor Degree,Back end Developer,19,150729,USA,Asian
38,Male,Master Degree,Full Stack Engineer,15,171652,UK,Welsh
29,Male,Bachelor Degree,Senior Project Engineer,6,88552,USA,Hispanic
33,Female,Master Degree,Front end Developer,9,119918,USA,Asian
47,Male,Phd,Software Engineer Manager,21,174985,UK,Mixed
45,Female,Master Degree,Senior Software Engineer,23,174336,Australia,Asian
28,Male,Bachelor Degree,Back end Developer,4,72389,China,Chinese
42,Female,Master Degree,Full Stack Engineer,14,163978,Canada,Black
46,Male,Bachelor Degree,Senior Project Engineer,25,166958,UK,Asian
38,Female,Phd,Software Engineer Manager,15,145052,UK,Welsh
54,Male,Master Degree,Senior Software Engineer,32,195270,Canada,Asian
33,Female,Master Degree,Full Stack Engineer,8,122970,Australia,White
27,Male,High School,Back end Developer,4,80247,Australia,Australian
50,Female,Bachelor Degree,Senior Project Engineer,25,177862,Canada,White
26,Male,Master Degree,Full Stack Engineer,4,91062,China,Korean
31,Female,Master Degree,Senior Software Engineer,6,114290,Canada,Asian
35,Male,Bachelor Degree,Front end Developer,10,128999,USA,Asian
44,Female,Phd,Software Engineer Manager,18,162454,USA,African American
32,Male,Master Degree,Senior Project Engineer,8,122354,Canada,White
54,Male,Bachelor Degree,Full Stack Engineer,25,179756,UK,Mixed
26,Female,Master Degree,Front end Developer,3,73218,Canada,White
23,Male,Phd,Software Engineer Manager,0,52612,UK,White
48,Female,Master Degree,Senior Software Engineer,23,185038,Canada,White
38,Male,Bachelor Degree,Back end Developer,12,132442,UK,Asian
30,Female,Master Degree,Full Stack Engineer,5,102828,USA,Hispanic
40,Male,Master Degree,Software Engineer Manager,16,150301,Canada,Black
45,Female,Bachelor Degree,Senior Project Engineer,22,171468,Canada,Black
36,Male,Master Degree,Full Stack Engineer,13,147326,Australia,Australian
52,Male,Phd,Software Engineer Manager,26,185982,Canada,Asian
31,Female,Bachelor Degree,Senior Software Engineer,7,108267,Australia,Australian
26,Male,Master Degree,Full Stack Engineer,3,91397,Canada,Black
30,Female,Master Degree,Senior Project Engineer,5,100867,Canada,Black
24,Male,Bachelor Degree,Back end Developer,2,64182,UK,Asian
45,Male,Master Degree,Senior Software Engineer,22,182506,USA,African American
33,Female,Master Degree,Full Stack Engineer,9,136986,Australia,Asian
38,Male,Bachelor Degree,Front end Developer,11,136662,USA,Hispanic
54,Female,Phd,Software Engineer Manager,32,191510,China,Chinese
42,Male,Master Degree,Full Stack Engineer,19,177347,UK,Welsh
28,Female,Bachelor Degree,Senior Project Engineer,4,82944,China,Chinese
48,Male,Phd,Software Engineer Manager,23,188288,Canada,Black
36,Female,Master Degree,Senior Software Engineer,14,141090,UK,Mixed
43,Male,Bachelor Degree,Full Stack Engineer,19,152726,Australia,Australian
33,Female,Master Degree,Back end Developer,9,124141,Australia,Australian
26,Male,Bachelor Degree,Front end Developer,3,67556,Canada,Asian
50,Female,Master Degree,Senior Project Engineer,22,182768,China,Chinese
41,Male,Phd,Software Engineer Manager,15,148727,UK,Asian
29,Female,Bachelor Degree,Full Stack Engineer,6,91903,USA,Asian
38,Male,Master Degree,Senior Software Engineer,14,147708,USA,White
48,Female,Bachelor Degree,Senior Project Engineer,21,163209,Australia,Australian
31,Male,Master Degree,Full Stack Engineer,8,120288,China,White
45,Male,Phd,Software Engineer Manager,21,170226,UK,Welsh
35,Female,Master Degree,Senior Software Engineer,11,134979,China,Chinese
42,Male,Bachelor Degree,Back end Developer,16,137489,UK,Mixed
27,Female,Master Degree,Full Stack Engineer,4,83577,China,Korean
33,Male,Bachelor Degree,Front end Developer,9,117904,Canada,White
36,Female,Master Degree,Senior Project Engineer,11,134482,China,Korean
54,Male,Phd,Software Engineer Manager,30,184660,Australia,Australian
30,Female,Bachelor Degree,Senior Software Engineer,5,100151,UK,Mixed
26,Male,Master Degree,Full Stack Engineer,3,88678,USA,Asian
45,Female,Phd,Senior Project Engineer,21,181285,Canada,White
38,Male,Master Degree,Software Engineer Manager,16,154990,USA,White
31,Female,Bachelor Degree,Full Stack Engineer,7,108204,Canada,Black
42,Male,Master Degree,Senior Software Engineer,19,175684,Canada,Black
28,Female,Bachelor Degree,Back end Developer,5,77766,USA,Hispanic
48,Male,Phd,Software Engineer Manager,24,192211,China,Chinese
36,Female,Master Degree,Full Stack Engineer,13,144647,Canada,Black
43,Male,Bachelor Degree,Senior Project Engineer,20,162231,China,Chinese
33,Female,Master Degree,Front end Developer,9,121120,Canada,Asian
26,Male,Bachelor Degree,Full Stack Engineer,4,79652,Canada,White
50,Female,Master Degree,Senior Software Engineer,21,177002,Canada,Black
27,Male,Master Degree,Back end Developer,5,87584,UK,White
38,Female,Bachelor Degree,Senior Project Engineer,13,131860,China,Chinese
54,Male,Phd,Software Engineer Manager,28,182013,USA,African American
31,Female,Master Degree,Full Stack Engineer,7,108799,China,White
36,Male,Bachelor Degree,Senior Software Engineer,13,135378,Canada,Black
45,Female,Master Degree,Software Engineer Manager,22,183530,USA,Asian
42,Male,Bachelor Degree,Back end Developer,18,150901,UK,Welsh
28,Female,Master Degree,Full Stack Engineer,4,82697,UK,White
48,Male,Phd,Senior Software Engineer,26,194638,UK,Asian
36,Female,Master Degree,Senior Project Engineer,12,130356,Australia,Asian
43,Male,Bachelor Degree,Full Stack Engineer,18,152560,Australia,Australian
33,Female,Master Degree,Front end Developer,9,121432,Canada,White
26,Male,Bachelor Degree,Back end Developer,2,63789,Canada,Black
50,Female,Master Degree,Senior Software Engineer,23,183690,China,Korean
41,Male,Phd,Software Engineer Manager,16,151310,Australia,Asian
29,Female,Bachelor Degree,Full Stack Engineer,6,100358,Canada,White
38,Male,Master Degree,Senior Software Engineer,15,148437,UK,White
48,Female,Bachelor Degree,Senior Project Engineer,22,168691,Australia,Asian
28,Male,Bachelor Degree,Software Developer,1,50000,USA,White
32,Female,Master Degree,Product Manager,5,100000,Australia,Asian
26,Male,Bachelor Degree,Software Engineer,2,60000,Canada,White
33,Female,Master Degree,Data Analyst,6,90000,USA,African American
29,Male,Bachelor Degree,Front End Developer,3,70000,USA,African American
42,Male,Phd,Director of Data Science,12,170000,Australia,White
36,Female,Master Degree,Data Scientist,8,130000,Canada,White
27,Male,Bachelor Degree,Software Developer,1,50000,China,Chinese
34,Female,Master Degree,Product Manager,7,120000,Australia,Asian
29,Male,Bachelor Degree,Software Engineer,4,80000,Australia,Australian
41,Female,Phd,Senior Data Scientist,16,200000,Canada,White
34,Male,Master Degree,Data Analyst,8,100000,USA,Hispanic
24,Female,Bachelor Degree,Software Developer,2,55000,Canada,Asian
36,Male,Phd,Director of Data Science,12,170000,USA,White
30,Female,Bachelor Degree,Software Engineer,5,90000,Canada,Asian
29,Male,Bachelor Degree,Front End Developer,4,80000,Australia,Asian
42,Male,Master Degree,Product Manager,14,180000,Australia,White
26,Male,Bachelor Degree,Software Developer,2,60000,USA,African American
35,Female,Master Degree,Data Analyst,9,120000,Australia,White
27,Female,Bachelor Degree,Software Engineer,3,70000,Canada,White
48,Male,Phd,Director of Data Science,18,210000,UK,Mixed
34,Male,Master Degree,Data Scientist,9,140000,Canada,White
23,Female,Bachelor Degree,Software Engineer,1,50000,Australia,Asian
32,Male,Master Degree,Product Manager,7,110000,Canada,Black
25,Female,Master Degree,Software Engineer,2,60000,Australia,Asian
37,Male,Bachelor Degree,Data Analyst,11,160000,UK,White
28,Male,Bachelor Degree,Software Engineer,4,75000,China,White
41,Female,Phd,Director of Data Science,16,200000,Australia,White
34,Male,Master Degree,Data Analyst,8,100000,USA,African American
24,Female,Bachelor Degree,Software Developer,2,55000,UK,Mixed
36,Male,Phd,Senior Data Scientist,12,170000,Canada,White
30,Female,Bachelor Degree,Software Engineer,5,90000,USA,African American
29,Male,Bachelor Degree,Front End Developer,4,80000,Australia,White
42,Male,Master Degree,Product Manager,14,180000,UK,Mixed
26,Male,Bachelor Degree,Software Developer,2,60000,USA,Asian
35,Female,Master Degree,Data Analyst,9,120000,Australia,Asian
27,Female,Bachelor Degree,Software Engineer,3,70000,Australia,Australian
48,Male,Phd,Director of Data Science,18,210000,Canada,White
34,Male,Master Degree,Data Scientist,9,140000,Canada,Asian
23,Female,Bachelor Degree,Software Engineer,1,50000,UK,Welsh
32,Male,Master Degree,Product Manager,7,110000,Australia,White
25,Female,Master Degree,Software Engineer,2,60000,UK,Welsh
37,Male,Bachelor Degree,Data Analyst,11,160000,UK,White
28,Male,Bachelor Degree,Software Engineer,4,75000,China,White
41,Female,Phd,Director of Data Science,16,200000,China,Chinese
34,Male,Master Degree,Data Analyst,8,100000,UK,Mixed
24,Female,Bachelor Degree,Software Developer,2,55000,UK,Mixed
36,Male,Phd,Senior Data Scientist,12,170000,Australia,Asian
30,Female,Bachelor Degree,Software Engineer,5,90000,USA,Asian
29,Male,Bachelor Degree,Front End Developer,4,80000,Canada,Asian
42,Male,Master Degree,Product Manager,14,180000,Australia,Asian
26,Male,Bachelor Degree,Software Developer,2,60000,Australia,Asian
35,Female,Master Degree,Data Analyst,9,120000,USA,Hispanic
27,Female,Bachelor Degree,Software Engineer,3,70000,China,Chinese
48,Male,Phd,Director of Data Science,18,210000,UK,Mixed
34,Male,Master Degree,Data Scientist,9,140000,USA,Asian
23,Female,Bachelor Degree,Software Engineer,1,50000,China,Korean
32,Male,Master Degree,Product Manager,7,110000,Canada,Asian
25,Female,Master Degree,Software Engineer,2,60000,China,Korean
37,Male,Bachelor Degree,Data Analyst,11,160000,Canada,White
28,Male,Bachelor Degree,Software Engineer,4,75000,UK,Asian
41,Female,Phd,Director of Data Science,16,200000,USA,White
34,Male,Master Degree,Data Analyst,8,100000,Canada,Asian
24,Female,Bachelor Degree,Software Developer,2,55000,USA,White
36,Male,Phd,Senior Data Scientist,12,170000,Canada,Black
30,Female,Bachelor Degree,Software Engineer,5,90000,USA,Asian
29,Male,Bachelor Degree,Front End Developer,4,80000,China,Chinese
42,Male,Master Degree,Product Manager,14,180000,USA,Asian
26,Male,Bachelor Degree,Software Developer,2,60000,Australia,White
35,Female,Master Degree,Data Analyst,9,120000,UK,Asian
27,Female,Bachelor Degree,Software Engineer,3,70000,UK,Welsh
48,Male,Phd,Director of Data Science,18,210000,Australia,Asian
34,Male,Master Degree,Data Scientist,9,140000,Australia,Australian
23,Female,Bachelor Degree,Software Engineer,1,50000,UK,Mixed
32,Male,Master Degree,Product Manager,7,110000,Canada,White
25,Female,Master Degree,Software Engineer,2,60000,USA,African American
37,Male,Bachelor Degree,Data Analyst,11,160000,China,White
28,Male,Bachelor Degree,Software Engineer,4,75000,Canada,Asian
41,Female,Phd,Director of Data Science,16,200000,UK,White
34,Male,Master Degree,Data Analyst,8,100000,Australia,Australian
24,Female,Bachelor Degree,Software Developer,2,55000,China,Chinese
36,Male,Phd,Senior Data Scientist,12,170000,Canada,Black
30,Female,Bachelor Degree,Software Engineer,5,90000,USA,White
29,Male,Bachelor Degree,Front End Developer,4,80000,China,Chinese
42,Male,Master Degree,Product Manager,14,180000,USA,White
26,Male,Bachelor Degree,Software Developer,2,60000,USA,African American
35,Female,Master Degree,Data Analyst,9,120000,USA,Asian
27,Female,Bachelor Degree,Software Engineer,3,70000,UK,Asian
48,Male,Phd,Director of Data Science,18,210000,UK,White
34,Male,Master Degree,Data Scientist,9,140000,UK,Welsh
23,Female,Bachelor Degree,Software Engineer,1,50000,China,Chinese
32,Male,Master Degree,Product Manager,7,110000,Canada,Black
25,Female,Master Degree,Software Engineer,2,60000,USA,White
37,Male,Bachelor Degree,Data Analyst,11,160000,Canada,Black
28,Male,Bachelor Degree,Software Engineer,4,75000,China,Korean
41,Female,Phd,Director of Data Science,16,200000,Canada,White
34,Male,Master Degree,Data Analyst,8,100000,Canada,Black
24,Female,Bachelor Degree,Software Developer,2,55000,Canada,Asian
36,Male,Phd,Senior Data Scientist,12,170000,Australia,White
30,Female,Bachelor Degree,Software Engineer,5,90000,Australia,White
